date,sender_id,message,cleaned_message
2024-06-25 03:46:45+00:00,,"🇮🇳 National Stock Exchange (NSE)
NIFTY50 — 23,728.50 (190.65, 0.81%)

🔥 Hot Stocks (24H):-
 Company  Price (%Change)
    IDEA  17.22  (-0.23%)
 YESBANK  24.08   (0.50%)
     HCC  50.90   (0.97%)
  SUZLON  53.54  (-2.12%)
  ZOMATO 202.56   (1.83%)
GTLINFRA 2.8300   (4.81%)
 JPPOWER  19.98  (-0.79%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
SOMICONVEY   196.32 (20.00%)
JINDALPHOT   845.55 (20.00%)
     ARE&M 1,650.00 (19.56%)
      PGIL   763.00 (16.71%)
CORALFINAC    54.65 (18.99%)

↘️ Top Losers (24H):-
   Company  Price  (%Loss)
HAPPSTMNDS 829.90 (-9.53%)
 SMCGLOBAL 160.25 (-6.69%)
 GEOJITFSL 105.45 (-6.30%)
  LGBFORGE  13.20 (-6.16%)
ROSSELLIND 518.90 (-5.88%)

⛔️ Market Closed.",national stock exchange nse nifty50 hot stocks 24h company price change idea yesbank hcc suzlon zomato gtlinfra jppower top gainers 24h company price gain somiconvey jindalphot pgil coralfinac top losers 24h company price loss happstmnds smcglobal geojitfsl lgbforge rossellind market closed
2024-06-25 03:46:44+00:00,,"🇮🇳 Bombay Stock Exchange (BSE)
SENSEX — 78,046.42 (+705.34, +0.91%)

🔥 Hot Stocks (24H):-
 Company  Price (%Change)
    IDEA  17.21  (-0.35%)
GTLINFRA 2.8400   (4.80%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
JINDALPHOT   842.10 (20.00%)
SOMICONVEY   196.85 (19.99%)
     ARE&M 1,640.65 (18.94%)
CORALFINAC    52.40 (13.72%)
      PGIL   749.80 (14.60%)

↘️ Top Losers (24H):-
   Company  Price  (%Loss)
HAPPSTMNDS 831.60 (-9.32%)
 GEOJITFSL 104.75 (-6.97%)
ROSSELLIND 518.25 (-6.39%)
  LGBFORGE  13.22 (-5.97%)
 SMCGLOBAL 162.00 (-5.54%)

⛔️ Market Closed.",bombay stock exchange bse sensex hot stocks 24h company price change idea gtlinfra top gainers 24h company price gain jindalphot somiconvey coralfinac pgil top losers 24h company price loss happstmnds geojitfsl rossellind lgbforge smcglobal market closed
2024-06-24 13:30:10+00:00,,"🇺🇸 New York Stock Exchange (NYSE)
NYSE Composite (NYA) — 18,151.58 (155.88, 0.87%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
     NU  11.86  (-3.14%)
      F  12.23   (3.29%)
   PLTR  24.17   (1.36%)
    CCL  16.40   (2.05%)
      T  18.65   (1.36%)
    NIO 4.4350   (3.14%)
    PFE  28.35   (2.20%)

↗️ Top Gainers (24H):-
Company Price  (%Gain)
    RXO 24.86 (23.00%)
    EDU 76.78  (7.63%)
    PUK 19.35  (7.44%)
    KSS 24.49  (7.08%)
   CDLR 25.59  (6.58%)

↘️ Top Losers (24H):-
Company  Price   (%Loss)
   INSP 135.74 (-16.45%)
    RMD 182.36 (-11.40%)
    PAY  17.63  (-5.77%)
    UEC   5.80  (-5.23%)
     OR  15.57  (-5.23%)

⛔️ Market Closed.",new york stock exchange nyse nyse composite nya hot stocks 24h company price change nu f pltr ccl nio pfe top gainers 24h company price gain rxo edu puk kss cdlr top losers 24h company price loss insp rmd pay uec market closed
2024-06-24 13:30:10+00:00,,"🇺🇸 National Association of Securities Dealers Automated Quotations (NASDAQ)
NASDAQ (COMP) — 17,496.82 (-192.54, -1.09%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   NVDA 118.11  (-6.68%)
   AAPL 208.14   (0.31%)
   SIRI 2.6900  (-8.19%)
   TSLA 182.58  (-0.23%)
    AMD 160.25  (-0.61%)
   AMZN 185.57  (-1.86%)
   MARA  18.69  (-2.71%)

↗️ Top Gainers (24H):-
Company  Price  (%Gain)
  DJTWW  21.77 (36.15%)
   ALNY 222.90 (34.52%)
    DJT  33.52 (21.19%)
   AFRM  33.70 (12.82%)
   ARGX 440.59 (11.69%)

↘️ Top Losers (24H):-
Company    Price   (%Loss)
   BBIO    23.00 (-15.94%)
   SMCI   826.98  (-8.65%)
   MSTR 1,372.15  (-7.52%)
   NVDA   118.11  (-6.68%)
   TNDM    39.98  (-6.68%)

⛔️ Market Closed.",national association securities dealers automated quotations nasdaq nasdaq comp hot stocks 24h company price change nvda aapl siri tsla amd amzn mara top gainers 24h company price gain djtww alny djt afrm argx top losers 24h company price loss bbio smci mstr nvda tndm market closed
2024-06-24 03:46:49+00:00,,"🇮🇳 National Stock Exchange (NSE)
NIFTY50 — 23,543.35 (42.25, 0.18%)

🔥 Hot Stocks (24H):-
   Company  Price (%Change)
      IDEA  17.28   (0.82%)
  GTLINFRA 2.7000   (4.65%)
    SUZLON  54.86   (3.41%)
   YESBANK  23.94   (0.42%)
   JPPOWER  20.14   (4.95%)
UJJIVANSFB  45.95  (-4.98%)
       IRB  66.35   (0.12%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
 SUMMITSEC 1,855.90 (20.00%)
      NSIL 4,173.65 (20.00%)
      KICL 5,926.95 (20.00%)
PILANIINVS 4,804.05 (20.00%)
       VHL 4,067.85 (20.00%)

↘️ Top Losers (24H):-
   Company    Price   (%Loss)
      FACT 1,021.00 (-10.00%)
       NFL   130.75  (-7.27%)
      JSFB   678.30  (-6.85%)
       RCF   194.00  (-6.64%)
MADRASFERT   108.40  (-6.40%)

⛔️ Market Closed.",national stock exchange nse nifty50 hot stocks 24h company price change idea gtlinfra suzlon yesbank jppower ujjivansfb irb top gainers 24h company price gain summitsec nsil kicl pilaniinvs vhl top losers 24h company price loss fact nfl jsfb rcf madrasfert market closed
2024-06-24 03:46:48+00:00,,"🇮🇳 Bombay Stock Exchange (BSE)
SENSEX — 77,369.31 (+159.41, +0.21%)

🔥 Hot Stocks (24H):-
 Company  Price (%Change)
GTLINFRA 2.7100   (4.63%)
    IDEA  17.27   (0.76%)
 YESBANK  23.98   (0.59%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
      BBTC 2,019.60 (20.00%)
      NSIL 4,188.35 (20.00%)
PILANIINVS 4,799.85 (20.00%)
       CTE   117.80 (20.00%)
ZODIACLOTH   160.90 (19.99%)

↘️ Top Losers (24H):-
   Company    Price   (%Loss)
      FACT 1,020.40 (-10.00%)
       NFL   130.15  (-7.70%)
      JSFB   679.80  (-6.67%)
       RCF   194.45  (-6.27%)
MADRASFERT   108.68  (-6.12%)

⛔️ Market Closed.",bombay stock exchange bse sensex hot stocks 24h company price change gtlinfra idea yesbank top gainers 24h company price gain bbtc nsil pilaniinvs cte zodiacloth top losers 24h company price loss fact nfl jsfb rcf madrasfert market closed
2024-06-24 02:43:24+00:00,,"🇮🇳 Quant Mutual Fund Faces Markets Regulator SEBI's Probe Over Front-Running - NDTV

🇮🇳 Markets look ahead: Global inflation data takes centre stage - Euronews

🇮🇳 Stock Market LIVE: Sensex up 100 pts, Nifty atop 23,500 as benchmarks recover led by ITC, ICICI Bank - Business Standard

🇮🇳 Top Stock Recommendations: Dharmesh Shah of ICICI Securities suggests buying GAIL, and Kajaria Ceramics today | Stock Market News - Mint

🇮🇳 Stocks Edge Lower as Traders Await Inflation Cues: Markets Wrap - Yahoo Finance

🇮🇳 Stock Market LIVE Updates: Sensex, Nifty near day's high; realty, metals drag, autos shine - Moneycontrol

🇮🇳 Crypto Market Dips Marginally, Trading Volume Gains Over 42 Per Cent - Outlook Business

🇮🇳 Should you book your profits or stay invested as market may conquer new peaks? Nilesh Shah answers - The Economic Times

🇮🇳 Adani AGM 2024: 'Designed to defame us, damage, erode hard-earned market value,' says Gautam Adani about Hindenburg report - Business Today

🇮🇳 Indian ad market to reach 1.2 lakh crore in 2024: IPG Mediabrands report - Exchange4Media

🇮🇳 Top @Stocks News Stories 🇮🇳
📆 Date - Jun 24, 2024",quant mutual fund faces markets regulator sebi probe ndtv markets look ahead global inflation data takes centre stage euronews stock market live sensex 100 pts nifty atop benchmarks recover led itc icici bank business standard top stock recommendations dharmesh shah icici securities suggests buying gail kajaria ceramics today stock market news mint stocks edge lower traders await inflation cues markets wrap yahoo finance stock market live updates sensex nifty near day high realty metals drag autos shine moneycontrol crypto market dips marginally trading volume gains 42 per cent outlook business book profits stay invested market may conquer new peaks nilesh shah answers economic times adani agm 2024 defame us damage erode market value says gautam adani hindenburg report business today indian ad market reach lakh crore 2024 ipg mediabrands report exchange4media top stocks news stories date jun 24 2024
2024-06-23 12:20:06+00:00,,"🇺🇸 Stock Market Today: What to Watch - The Wall Street Journal

🇺🇸 Markets look ahead: Global inflation data takes centre stage - Euronews

🇺🇸 Stock futures are flat as the market is set to enter last week of June near a record: Live updates - CNBC

🇺🇸 Oil eases as strong dollar weighs on commodities markets - Reuters

🇺🇸 Solana (SOL) Dives Nearly 10%: Market Reactions and Future Outlook - NewsBTC

🇺🇸 Asia markets in red, yen sinks further as BOJ stays cautious; eyes on economic reports - Seeking Alpha

🇺🇸 MSN - MSN

🇺🇸 In the Market: French bond vigilantes have lessons for the US By Reuters - Investing.com

🇺🇸 European markets set to start the week in mixed territory - NBC DFW

🇺🇸 Bitcoin Extends Drop After One of Crypto's Worst Weeks of 2024 - Bloomberg

🇺🇸 Top @Stocks News Stories 🇺🇸
📆 Date - Jun 24, 2024",stock market today watch wall street journal markets look ahead global inflation data takes centre stage euronews stock futures flat market set enter last week june near record live updates cnbc oil eases strong dollar weighs commodities markets reuters solana sol dives nearly 10 market reactions future outlook newsbtc asia markets red yen sinks boj stays cautious eyes economic reports seeking alpha msn msn market french bond vigilantes lessons us reuters european markets set start week mixed territory nbc dfw bitcoin extends drop one crypto worst weeks 2024 bloomberg top stocks news stories date jun 24 2024
2024-06-23 02:35:13+00:00,,"🇮🇳 Red-hot Dixon stock has risks too | Stock Market News - Mint

🇮🇳 The derivatives market is flashing signals of a coming decline | Stock Market News - Mint

🇮🇳 Stocks to Watch Today: Adani Enterprises, Adani Ports, Vedanta, Raymond - News9 LIVE

🇮🇳 Buy or sell: Vaishali Parekh recommends three stocks to buy today — June 24 | Stock Market News - Mint

🇮🇳 Cash Market | A multi-confirmation breakout trade is seen in Sterlite Technologies - Moneycontrol

🇮🇳 Cash Market | Granules is breaking above the Cup-and-handle trend continuation pattern - Moneycontrol

🇮🇳 Missed the market rally? Learn from the Warren Buffett playbook | Mint - Mint

🇮🇳 Japan Says It's Ready to Intervene in Currency Markets 24 Hours a Day If Needed - Yahoo Finance

🇮🇳 Buy & Sell: Top three picks by Anand Rathi for June 24; key levels here - Business Standard

🇮🇳 Oil extends losses as strong dollar weighs on commodities markets - ThePrint

🇮🇳 Top @Stocks News Stories 🇮🇳
📆 Date - Jun 23, 2024",dixon stock risks stock market news mint derivatives market flashing signals coming decline stock market news mint stocks watch today adani enterprises adani ports vedanta raymond news9 live buy sell vaishali parekh recommends three stocks buy today june 24 stock market news mint cash market breakout trade seen sterlite technologies moneycontrol cash market granules breaking trend continuation pattern moneycontrol missed market rally learn warren buffett playbook mint mint japan says ready intervene currency markets 24 hours day needed yahoo finance buy sell top three picks anand rathi june 24 key levels business standard oil extends losses strong dollar weighs commodities markets theprint top stocks news stories date jun 23 2024
2024-06-22 12:20:19+00:00,,"🇺🇸 Robust market inspires home improvement projects | The Blade - Toledo Blade

🇺🇸 Engie CEO Says France Risks Blackouts in EU Power Market Exit - Bloomberg

🇺🇸 How to Invest Before a Major Stock Market Pullback: Wren - Business Insider

🇺🇸 This is the 'special sauce' behind American exceptionalism—and why the U.S. stock market could continue dominating - Fortune

🇺🇸 MARK-TO-MARKET: Why the DJIA struggles to reflect the US stock market - Quad-City Times

🇺🇸 Nike, FedEx and Micron earnings, AI conferences, and housing data: What to watch in the markets this week - Quartz

🇺🇸 The Week That Was, The Week Ahead: Macro & Markets, June 23, 2024 - TipRanks

🇺🇸 Stock market bubbles follow the same pattern, as Nvidia and Cisco confirm – Chemicals and the Economy - ICIS

🇺🇸 Nvidia Skid Raises Questions; 3 Stocks Near Buy Points - Investor's Business Daily

🇺🇸 China in venture capital winter, 'worst' IPO exit market in decades - Nikkei Asia

🇺🇸 Top @Stocks News Stories 🇺🇸
📆 Date - Jun 23, 2024",robust market inspires home improvement projects blade toledo blade engie ceo says france risks blackouts eu power market exit bloomberg invest major stock market pullback wren business insider sauce behind american stock market could continue dominating fortune djia struggles reflect us stock market times nike fedex micron earnings ai conferences housing data watch markets week quartz week week ahead macro markets june 23 2024 tipranks stock market bubbles follow pattern nvidia cisco confirm chemicals economy icis nvidia skid raises questions 3 stocks near buy points investor business daily china venture capital winter ipo exit market decades nikkei asia top stocks news stories date jun 23 2024
2024-06-22 02:35:01+00:00,,"🇮🇳 Ripple Floods The Crypto Market With Millions Of Tokens, Is XRP In Peril? - Cointribune EN

🇮🇳 Gold Prices Forecast: Will Core PCE Shape Fed Policy and Market Sentiment? - FX Empire

🇮🇳 Chinese Copper Exports Are Flooding Global Markets - OilPrice.com

🇮🇳 French election this month rattles financial markets as debt woes mount - The Washington Post

🇮🇳 FPIs snap 2-month selling streak, invest ₹12170 crore in Indian equities - Mint

🇮🇳 News on AIR - News On AIR

🇮🇳 Consumer spending, inflation, and housing are 3 things to watch in the market next week - CNBC

🇮🇳 Higher infra spending, economic growth make India lucrative market for domestic and global steel makers - ANI News

🇮🇳 2 Superior Growth Stocks to Buy in the 2024 Bull Market and Hold for the Long Run - The Motley Fool

🇮🇳 Republican Donors Losing to Democrats in Stock Market: DEMZ Vs MAGA ETF - Markets Insider

🇮🇳 Top @Stocks News Stories 🇮🇳
📆 Date - Jun 22, 2024",ripple floods crypto market millions tokens xrp peril cointribune en gold prices forecast core pce shape fed policy market sentiment fx empire chinese copper exports flooding global markets french election month rattles financial markets debt woes mount washington post fpis snap selling streak invest crore indian equities mint news air news air consumer spending inflation housing 3 things watch market next week cnbc higher infra spending economic growth make india lucrative market domestic global steel makers ani news 2 superior growth stocks buy 2024 bull market hold long run motley fool republican donors losing democrats stock market demz vs maga etf markets insider top stocks news stories date jun 22 2024
2024-06-21 13:31:10+00:00,,"🇺🇸 New York Stock Exchange (NYSE)
NYSE Composite (NYA) — 17,978.42 (-37.53, -0.21%)

🔥 Hot Stocks (24H):-
Company Price (%Change)
   PLTR 23.83  (-6.75%)
      T 18.42   (1.69%)
      F 11.84  (-0.88%)
     NU 12.27   (1.53%)
    BAC 39.49  (-1.25%)
    NWG  8.29  (-0.12%)
    PFE 27.74   (0.00%)

↗️ Top Gainers (24H):-
Company Price  (%Gain)
   ASAN 13.16 (15.72%)
    ADT  7.79  (8.50%)
   JOBY  5.19  (8.12%)
   RYAN 59.60  (7.66%)
    SPR 33.58  (6.06%)

↘️ Top Losers (24H):-
Company Price  (%Loss)
     BE 12.83 (-8.42%)
    HCC 61.47 (-7.50%)
   TREX 77.96 (-7.21%)
   PLTR 23.83 (-6.75%)
    GME 24.00 (-6.21%)

⛔️ Market Closed.",new york stock exchange nyse nyse composite nya hot stocks 24h company price change pltr f nu bac nwg pfe top gainers 24h company price gain asan adt joby ryan spr top losers 24h company price loss hcc trex pltr gme market closed
2024-06-21 13:31:09+00:00,,"🇺🇸 National Association of Securities Dealers Automated Quotations (NASDAQ)
NASDAQ (COMP) — 17,689.36 (-32.23, -0.18%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   NVDA 126.57  (-3.22%)
   SIRI 2.9300   (1.03%)
   AAPL 207.12  (-1.22%)
   TSLA 183.01   (0.79%)
   MARA  19.21  (-7.02%)
    AMD 161.23  (-0.34%)
   INTC  31.09   (1.53%)

↗️ Top Gainers (24H):-
Company  Price  (%Gain)
   SRPT 160.72 (30.14%)
   IBRX   7.25 (11.54%)
    HPH   8.20 (10.20%)
   PTCT  36.53  (9.73%)
    DYN  35.01  (8.09%)

↘️ Top Losers (24H):-
Company  Price   (%Loss)
   ASTS  10.07 (-10.20%)
   CLSK  17.29  (-9.81%)
   RIOT   9.54  (-8.45%)
   AVAV 189.39  (-6.97%)
   MARA  19.21  (-7.02%)

⛔️ Market Closed.",national association securities dealers automated quotations nasdaq nasdaq comp hot stocks 24h company price change nvda siri aapl tsla mara amd intc top gainers 24h company price gain srpt ibrx hph ptct dyn top losers 24h company price loss asts clsk riot avav mara market closed
2024-06-21 03:46:01+00:00,,"🇮🇳 National Stock Exchange (NSE)
NIFTY50 — 23,473.15 (-93.85, -0.40%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   IDEA  17.10   (3.45%)
 SUZLON  53.05   (4.99%)
YESBANK  23.87  (-0.38%)
   IRFC 176.60   (2.50%)
  IREDA 190.10   (7.10%)
   RVNL 409.90   (5.84%)
   SAIL 155.20   (0.76%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
   SHRADHA   138.78 (20.00%)
 HESTERBIO 2,494.00 (20.00%)
  LGBFORGE    14.35 (16.10%)
 20MICRONS   213.05 (13.45%)
TIMETECHNO   334.95 (12.68%)

↘️ Top Losers (24H):-
   Company  Price   (%Loss)
 PREMEXPLN 885.00 (-78.58%)
MADRASFERT 116.24  (-9.70%)
ESSARSHPNG  53.15  (-8.47%)
   RAMAPHO 194.00  (-8.14%)
       NDL  48.07  (-7.68%)

⛔️ Market Closed.",national stock exchange nse nifty50 hot stocks 24h company price change idea suzlon yesbank irfc ireda rvnl sail top gainers 24h company price gain shradha hesterbio lgbforge 20microns timetechno top losers 24h company price loss premexpln madrasfert essarshpng ramapho ndl market closed
2024-06-21 03:46:01+00:00,,"🇮🇳 Bombay Stock Exchange (BSE)
SENSEX — 77,067.49 (-411.44, -0.53%)

🔥 Hot Stocks (24H):-
 Company  Price (%Change)
    IDEA  17.15   (3.75%)
 ASTERDM 368.00   (3.27%)
GTLINFRA 2.5900   (4.86%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
 HESTERBIO 2,498.60 (20.00%)
  LGBFORGE    14.20 (15.17%)
TIMETECHNO   337.30 (13.53%)
THANGAMAYL 1,630.10 (13.68%)
 20MICRONS   216.55 (15.59%)

↘️ Top Losers (24H):-
   Company  Price   (%Loss)
MADRASFERT 115.20 (-10.65%)
ESSARSHPNG  53.09  (-8.45%)
  BHAGCHEM 250.65  (-6.96%)
       NDL  48.06  (-7.84%)
  PARADEEP  85.04  (-7.85%)

⛔️ Market Closed.",bombay stock exchange bse sensex hot stocks 24h company price change idea asterdm gtlinfra top gainers 24h company price gain hesterbio lgbforge timetechno thangamayl 20microns top losers 24h company price loss madrasfert essarshpng bhagchem ndl paradeep market closed
2024-06-20 13:31:11+00:00,,"🇺🇸 New York Stock Exchange (NYSE)
NYSE Composite (NYA) — 18,020.00 (52.15, 0.29%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   PLTR  25.57  (-0.97%)
      F  11.94   (1.40%)
   DELL 148.45  (-0.47%)
     NU  12.08   (3.34%)
    GME  25.47   (3.12%)
   GOLD  16.97   (3.41%)
    NIO 4.3300  (-2.26%)

↗️ Top Gainers (24H):-
Company  Price (%Gain)
   GLOB 168.23 (9.09%)
    BFH  44.05 (7.86%)
    ACN 306.19 (7.30%)
   EPAM 181.89 (6.84%)
    ZIM  20.18 (6.18%)

↘️ Top Losers (24H):-
Company  Price   (%Loss)
    JBL 111.78 (-11.45%)
   HIMS  22.39  (-9.68%)
   WOLF  23.76  (-8.62%)
   BBAR   9.60  (-8.36%)
   ASPN  27.47  (-8.10%)

⛔️ Market Closed.",new york stock exchange nyse nyse composite nya hot stocks 24h company price change pltr f dell nu gme gold nio top gainers 24h company price gain glob bfh acn epam zim top losers 24h company price loss jbl hims wolf bbar aspn market closed
2024-06-20 13:31:10+00:00,,"🇺🇸 National Association of Securities Dealers Automated Quotations (NASDAQ)
NASDAQ (COMP) — 17,721.59 (-140.65, -0.79%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   NVDA 130.78  (-3.54%)
    AMD 161.78   (4.62%)
   AAPL 209.68  (-2.15%)
   TSLA 181.57  (-1.78%)
   MARA  20.66   (1.87%)
     MU 144.19  (-6.03%)
   AMZN 186.10   (1.80%)

↗️ Top Gainers (24H):-
Company  Price (%Gain)
   PENN  20.04 (9.93%)
   GILD  68.49 (8.46%)
   IRTC 105.37 (7.35%)
    CAR 111.77 (7.05%)
   BILI  17.05 (5.38%)

↘️ Top Losers (24H):-
Company  Price   (%Loss)
  DJTWW  15.02 (-27.23%)
    DJT  26.75 (-14.56%)
   ENPH 108.57  (-8.77%)
    ARM 160.77  (-7.67%)
   AVAV 203.59  (-7.17%)

⛔️ Market Closed.",national association securities dealers automated quotations nasdaq nasdaq comp hot stocks 24h company price change nvda amd aapl tsla mara mu amzn top gainers 24h company price gain penn gild irtc car bili top losers 24h company price loss djtww djt enph arm avav market closed
2024-06-20 03:46:16+00:00,,"🇮🇳 National Stock Exchange (NSE)
NIFTY50 — 23,566.20 (50.20, 0.21%)

🔥 Hot Stocks (24H):-
  Company  Price (%Change)
     IDEA  16.57  (-2.07%)
 GTLINFRA 2.4600   (4.68%)
  YESBANK  23.93   (0.50%)
      RCF 222.26  (20.00%)
      NFL 151.09  (20.00%)
   SUZLON  50.50   (3.27%)
IBREALEST 154.84  (13.08%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
  LGBFORGE    12.36 (20.00%)
MAPMYINDIA 2,409.65 (20.00%)
       NFL   151.09 (20.00%)
       RCF   222.26 (20.00%)
      FACT 1,090.35 (20.00%)

↘️ Top Losers (24H):-
   Company  Price  (%Loss)
  STARTECK 318.25 (-9.25%)
TIRUPATIFL  25.17 (-6.86%)
      MGEL  20.69 (-5.87%)
PNBHOUSING 794.40 (-5.43%)
       NDL  52.35 (-5.42%)

⛔️ Market Closed.",national stock exchange nse nifty50 hot stocks 24h company price change idea gtlinfra yesbank rcf nfl suzlon ibrealest top gainers 24h company price gain lgbforge mapmyindia nfl rcf fact top losers 24h company price loss starteck tirupatifl mgel pnbhousing ndl market closed
2024-06-20 03:46:15+00:00,,"🇮🇳 Bombay Stock Exchange (BSE)
SENSEX — 77,480.47 (+142.88, +0.18%)

🔥 Hot Stocks (24H):-
 Company  Price (%Change)
GTLINFRA 2.4700   (4.66%)
    IDEA  16.56  (-2.13%)
 YESBANK  24.00   (0.76%)

↗️ Top Gainers (24H):-
   Company    Price  (%Gain)
MAPMYINDIA 2,401.90 (20.00%)
      FACT 1,089.70 (20.00%)
HEUBACHIND   468.45 (19.99%)
       RCF   222.40 (19.99%)
       NFL   151.05 (19.98%)

↘️ Top Losers (24H):-
   Company  Price  (%Loss)
       NDL  51.80 (-6.19%)
PNBHOUSING 792.00 (-5.90%)
   SADBHIN   5.89 (-5.00%)
  VIPULLTD  43.12 (-4.81%)
   SADBHAV  29.06 (-4.56%)

⛔️ Market Closed.",bombay stock exchange bse sensex hot stocks 24h company price change gtlinfra idea yesbank top gainers 24h company price gain mapmyindia fact heubachind rcf nfl top losers 24h company price loss ndl pnbhousing sadbhin vipulltd sadbhav market closed
2024-06-19 13:30:57+00:00,,"🇺🇸 New York Stock Exchange (NYSE)
NYSE Composite (NYA) — 17,967.85 (65.60, 0.37%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   PLTR  25.82   (3.20%)
    HPE  21.84   (1.44%)
    GME  24.70  (-2.06%)
   ABEV 2.0800   (0.00%)
      T  18.05   (2.15%)
   DELL 149.15   (5.01%)
    BAC  39.99   (1.21%)

↗️ Top Gainers (24H):-
Company  Price  (%Gain)
   CHWY  25.97 (13.85%)
    ELF 213.73  (9.38%)
    SSL   7.25  (7.57%)
    FUN  51.89  (7.52%)
    VRT  95.34  (6.47%)

↘️ Top Losers (24H):-
Company  Price  (%Loss)
   BALL  62.26 (-6.29%)
    PEN 176.03 (-6.03%)
   LSPD  13.60 (-5.49%)
    LEN 148.72 (-4.98%)
     RH 220.51 (-4.74%)

⛔️ Market Closed.",new york stock exchange nyse nyse composite nya hot stocks 24h company price change pltr hpe gme abev dell bac top gainers 24h company price gain chwy elf ssl fun vrt top losers 24h company price loss ball pen lspd len rh market closed
2024-06-19 13:30:56+00:00,,"🇺🇸 National Association of Securities Dealers Automated Quotations (NASDAQ)
NASDAQ (COMP) — 17,862.23 (5.21, 0.03%)

🔥 Hot Stocks (24H):-
Company  Price (%Change)
   NVDA 135.58   (3.51%)
   AAPL 214.29  (-1.10%)
   TSLA 184.86  (-1.38%)
   SIRI 2.7700   (4.53%)
    AMD 154.63  (-2.38%)
     MU 153.45   (3.80%)
   AMZN 182.81  (-0.68%)

↗️ Top Gainers (24H):-
Company  Price  (%Gain)
   PDCO  25.38 (11.07%)
   ITCI  75.48  (9.60%)
   AMKR  40.09  (9.33%)
    ARM 174.13  (8.63%)
   CELH  63.28  (8.32%)

↘️ Top Losers (24H):-
Company Price   (%Loss)
  DJTWW 20.64 (-10.57%)
    DJT 31.31  (-9.82%)
   CERT 13.37  (-6.96%)
   APGE 36.37  (-6.72%)
   ARWR 23.58  (-6.08%)

⛔️ Market Closed.",national association securities dealers automated quotations nasdaq nasdaq comp hot stocks 24h company price change nvda aapl tsla siri amd mu amzn top gainers 24h company price gain pdco itci amkr arm celh top losers 24h company price loss djtww djt cert apge arwr market closed
2024-06-19 03:45:48+00:00,,"🇮🇳 National Stock Exchange (NSE)
NIFTY50 — 23,521.00 (-36.90, -0.16%)

🔥 Hot Stocks (24H):-
   Company  Price (%Change)
      IDEA  16.90   (0.30%)
INDUSTOWER 334.00  (-3.06%)
  GTLINFRA 2.3500   (4.91%)
   YESBANK  23.83   (0.13%)
    RENUKA  51.36   (7.43%)
  GMRINFRA  97.90   (0.06%)
IDFCFIRSTB  82.22   (0.93%)

↗️ Top Gainers (24H):-
   Company  Price  (%Gain)
  STARTECK 350.78 (20.00%)
    FINOPB 342.05 (20.00%)
KALYANIFRG 663.10 (20.00%)
WINDMACHIN 129.39 (19.99%)
TIRUPATIFL  27.02 (19.98%)

↘️ Top Losers (24H):-
   Company     Price  (%Loss)
KAMOPAINTS     36.80 (-7.73%)
 ZFCVINDIA 16,099.00 (-6.82%)
  MOTISONS    173.10 (-6.26%)
PODDARMENT    442.00 (-5.88%)
       KEI  4,429.90 (-5.55%)

⛔️ Market Closed.",national stock exchange nse nifty50 hot stocks 24h company price change idea industower gtlinfra yesbank renuka gmrinfra idfcfirstb top gainers 24h company price gain starteck finopb kalyanifrg windmachin tirupatifl top losers 24h company price loss kamopaints zfcvindia motisons poddarment kei market closed
2024-06-19 03:45:48+00:00,,"🇮🇳 Bombay Stock Exchange (BSE)
SENSEX — 77,321.71 (+20.57, +0.03%)

🔥 Hot Stocks (24H):-
   Company  Price (%Change)
  GTLINFRA 2.3600   (4.89%)
      IDEA  16.88   (0.12%)
INDUSTOWER 333.50  (-3.02%)
   YESBANK  23.78  (-0.08%)

↗️ Top Gainers (24H):-
   Company  Price  (%Gain)
WINDMACHIN 129.24 (20.00%)
KALYANIFRG 665.45 (20.00%)
    FINOPB 341.80 (19.99%)
  KHAICHEM  77.15 (13.04%)
   RAMAPHO 215.00 (11.69%)

↘️ Top Losers (24H):-
   Company    Price  (%Loss)
KAMOPAINTS    36.95 (-7.28%)
  MOTISONS   172.55 (-6.58%)
   MANINDS   395.50 (-5.71%)
       KEI 4,440.05 (-5.37%)
KALAMANDIR   165.50 (-5.02%)

⛔️ Market Closed.",bombay stock exchange bse sensex hot stocks 24h company price change gtlinfra idea industower yesbank top gainers 24h company price gain windmachin kalyanifrg finopb khaichem ramapho top losers 24h company price loss kamopaints motisons maninds kei kalamandir market closed
